Time,Heart Rate,Distance (mi),Pace (min/mi),Miles per Hour,Distance (km),Pace (min/km),Kilometers per Hour,Elevation (m),Cadence
0:52:46,143,6.43,5:22,11.18,10.346,3:20,18.0,2.0,172
0:52:47,143,6.43,4:28,13.42,10.352,2:47,21.6,2.0,172
0:52:48,144,6.43,,4.47,10.354,8:20,7.2,2.0,172
0:52:49,144,6.44,8:56,6.71,10.357,5:33,10.8,2.0,172
0:52:50,144,6.44,8:56,6.71,10.36,5:33,10.8,2.0,172
0:52:51,145,6.44,,4.47,10.362,8:20,7.2,2.0,170
0:52:52,145,6.44,4:28,13.42,10.368,2:47,21.6,2.0,170
0:52:53,145,6.45,5:22,11.18,10.373,3:20,18.0,2.0,172
0:52:54,145,6.45,8:56,6.71,10.376,5:33,10.8,2.0,170
0:52:55,146,6.45,6:42,8.95,10.38,4:10,14.4,2.0,170
0:52:56,146,6.45,8:56,6.71,10.383,5:33,10.8,2.0,170
0:52:57,146,6.45,8:56,6.71,10.386,5:33,10.8,2.0,170
0:52:58,146,6.46,5:22,11.18,10.391,3:20,18.0,2.0,170
0:52:59,146,6.46,5:22,11.18,10.396,3:20,18.0,2.0,170
0:53:00,146,6.46,,4.47,10.398,8:20,7.2,2.0,170
0:53:01,146,6.46,8:56,6.71,10.401,5:33,10.8,2.0,168
0:53:02,146,6.46,8:56,6.71,10.404,5:33,10.8,2.0,166
0:53:03,146,6.47,8:56,6.71,10.407,5:33,10.8,2.0,162
0:53:04,146,6.47,,2.24,10.408,,3.6,,138
0:53:05,146,6.47,,4.47,10.41,8:20,7.2,,116
0:53:06,146,6.47,,4.47,10.412,8:20,7.2,,114
0:53:07,145,6.47,,2.24,10.413,,3.6,2.0,114
0:53:08,145,6.47,,2.24,10.414,,3.6,,116
0:53:09,146,6.47,,2.24,10.415,,3.6,,116
0:53:10,146,6.47,,4.47,10.417,8:20,7.2,,128
0:53:11,146,6.47,,4.47,10.419,8:20,7.2,,140
